""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"label"
"9559336"	0.53	0.89	0.536	0.032	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559394"	0.410810810810811	0.794594594594595	0.524324324324324	0.124324324324324	0.140540540540541	0	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559395"	0.575	0.7	0.4625	0.0875	0.1375	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559396"	0.323456790123457	0.741975308641975	0.508641975308642	0.220987654320988	0.130864197530864	0.0160493827160494	0.0160493827160494	0.0246913580246914	0.0135802469135802	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559397"	0.47	0.846	0.572	0.07	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559399"	0.543478260869565	0.760869565217391	0.38695652173913	0.0478260869565217	0.0608695652173913	0.0869565217391304	0.0652173913043478	0	0	0.0217391304347826	0.00869565217391304	0.0130434782608696	1e-05	1e-05	1e-05	1e-05	"c"
"9559411"	0.472995780590717	0.686497890295359	0.308016877637131	0.411392405063291	0.0578059071729958	0.0181434599156118	0.029535864978903	0.0118143459915612	0.0029535864978903	0.000421940928270042	0	0	0	0	1e-05	1e-05	"c"
"9559413"	0.433783783783784	0.978378378378378	0.198648648648649	0.262162162162162	0.077027027027027	0.027027027027027	0.0189189189189189	0.0027027027027027	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559414"	0.344099378881988	0.627329192546584	0.452173913043478	0.232298136645963	0.195031055900621	0	0.0397515527950311	0.0248447204968944	0.0248447204968944	0.0173913043478261	0.0211180124223602	0.00993788819875776	0.00993788819875776	1e-05	1e-05	1e-05	"c"
"9559415"	0.527272727272727	0.745454545454545	0.477272727272727	0.222727272727273	0.0227272727272727	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559417"	0.358990536277603	0.805047318611987	0.509779179810726	0.241009463722397	0.0536277602523659	0.0100946372239748	0.0176656151419558	0.00126182965299685	0	0	0	0	1e-05	1e-05	1e-05	1e-05	"c"
"9559418"	0.412658227848101	0.777215189873418	0.50126582278481	0.19746835443038	0.0531645569620253	0.00506329113924051	0.0253164556962025	0.020253164556962	0.00506329113924051	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559419"	0.378409090909091	0.697727272727273	0.525	0.311363636363636	0.0715909090909091	0.00681818181818182	0.00340909090909091	0.00454545454545455	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559420"	0.631168831168831	0.254545454545455	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559429"	0.260082304526749	0.819753086419753	0.631275720164609	0.248559670781893	0.0279835390946502	0.00329218106995885	0.00493827160493827	0.00246913580246914	0.000823045267489712	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559431"	0.330666666666667	0.56	0.445333333333333	0.466666666666667	0.142666666666667	0.016	0.0226666666666667	0.00666666666666667	0	0.00133333333333333	0	0.00266666666666667	0.00266666666666667	0	0	1e-05	"c"
"9559432"	0.7	0.5	0.533333333333333	0.0666666666666667	0	0	0.0666666666666667	0.1	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559433"	0.666	0.83	0.446	0.05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559434"	0.392592592592593	0.503703703703704	0.298148148148148	0.344444444444444	0.385185185185185	0.0111111111111111	0.0111111111111111	0.0185185185185185	0.0259259259259259	0.00740740740740741	0	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559454"	0.382258064516129	0.751612903225806	0.588709677419355	0.191935483870968	0.0806451612903226	0	0.00161290322580645	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559455"	0.583636363636364	0.730909090909091	0.4	0.201818181818182	0.0709090909090909	0.0109090909090909	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559456"	0.56	0.72	0.44	0.04	0.04	0	0.12	0	0.04	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559457"	0.442955801104972	0.910635359116022	0.33328729281768	0.189640883977901	0.0490331491712707	0.0350828729281768	0.0279005524861878	0.00566298342541436	0.00110497237569061	0.000828729281767956	0.000966850828729282	0.00110497237569061	0.000828729281767956	0.000552486187845304	0	1e-05	"c"
"9559458"	0.389473684210526	0.757894736842105	0.484210526315789	0.115789473684211	0.242105263157895	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559484"	0.398684210526316	0.606578947368421	0.503947368421053	0.376315789473684	0.0355263157894737	0.0513157894736842	0.0263157894736842	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559485"	0.238709677419355	0.729032258064516	0.632258064516129	0.141935483870968	0.225806451612903	0.0129032258064516	0.0129032258064516	0	0	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559493"	0.4	0.933333333333333	0.466666666666667	0	0	0.0666666666666667	0	0.0666666666666667	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559506"	0.541098169717138	0.662895174708819	0.258901830282862	0.340765391014975	0.150415973377704	0.0149750415973378	0.0199667221297837	0.00898502495840266	0.00166389351081531	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559508"	0.358974358974359	0.523076923076923	0.316239316239316	0.388034188034188	0.326495726495727	0.011965811965812	0.011965811965812	0.0307692307692308	0.0273504273504274	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559509"	0.6	0.885714285714286	0.314285714285714	0	0	0.0285714285714286	0.142857142857143	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559510"	0.673015873015873	0.761904761904762	0.282539682539683	0.168253968253968	0.107936507936508	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559511"	0.541333333333333	0.914666666666667	0.296	0.197333333333333	0.04	0	0.00266666666666667	0.00533333333333333	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559512"	0.539146567717996	0.922820037105751	0.261595547309833	0.24860853432282	0.0233766233766234	0.00111317254174397	0.00111317254174397	0.00148423005565863	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559513"	0.611764705882353	0.805882352941176	0.331372549019608	0.166666666666667	0.0705882352941176	0.00980392156862745	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
